@N: MF916 |Option synthesis_strategy=base is enabled. 
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":363:4:363:9|Removing sequential instance apb_pwdata_r[9] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":363:4:363:9|Removing sequential instance apb_pwdata_r[8] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":640:16:640:21|Removing sequential instance dual_clk\.p_pwdata_r[31] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":640:16:640:21|Removing sequential instance dual_clk\.p_pwdata_r[30] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":640:16:640:21|Removing sequential instance dual_clk\.p_pwdata_r[29] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":640:16:640:21|Removing sequential instance dual_clk\.p_pwdata_r[28] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":640:16:640:21|Removing sequential instance dual_clk\.p_pwdata_r[27] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":640:16:640:21|Removing sequential instance dual_clk\.p_pwdata_r[26] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":640:16:640:21|Removing sequential instance dual_clk\.p_pwdata_r[25] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":640:16:640:21|Removing sequential instance dual_clk\.p_pwdata_r[24] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":640:16:640:21|Removing sequential instance dual_clk\.p_pwdata_r[23] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":640:16:640:21|Removing sequential instance dual_clk\.p_pwdata_r[22] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":640:16:640:21|Removing sequential instance dual_clk\.p_pwdata_r[21] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":640:16:640:21|Removing sequential instance dual_clk\.p_pwdata_r[20] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":640:16:640:21|Removing sequential instance dual_clk\.p_pwdata_r[19] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":640:16:640:21|Removing sequential instance dual_clk\.p_pwdata_r[18] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":640:16:640:21|Removing sequential instance dual_clk\.p_pwdata_r[17] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":640:16:640:21|Removing sequential instance dual_clk\.p_pwdata_r[16] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":640:16:640:21|Removing sequential instance dual_clk\.p_pwdata_r[15] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":640:16:640:21|Removing sequential instance dual_clk\.p_pwdata_r[14] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":640:16:640:21|Removing sequential instance dual_clk\.p_pwdata_r[13] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":640:16:640:21|Removing sequential instance dual_clk\.p_pwdata_r[12] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":640:16:640:21|Removing sequential instance dual_clk\.p_pwdata_r[11] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":640:16:640:21|Removing sequential instance dual_clk\.p_pwdata_r[10] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":640:16:640:21|Removing sequential instance dual_clk\.p_pwdata_r[9] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":640:16:640:21|Removing sequential instance dual_clk\.p_pwdata_r[8] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":363:4:363:9|Removing sequential instance apb_paddr_r[31] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":363:4:363:9|Removing sequential instance apb_paddr_r[30] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":363:4:363:9|Removing sequential instance apb_paddr_r[29] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":363:4:363:9|Removing sequential instance apb_paddr_r[28] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":363:4:363:9|Removing sequential instance apb_paddr_r[27] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":363:4:363:9|Removing sequential instance apb_paddr_r[26] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":363:4:363:9|Removing sequential instance apb_paddr_r[25] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":363:4:363:9|Removing sequential instance apb_paddr_r[24] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":363:4:363:9|Removing sequential instance apb_paddr_r[23] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":363:4:363:9|Removing sequential instance apb_paddr_r[22] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":363:4:363:9|Removing sequential instance apb_paddr_r[21] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":363:4:363:9|Removing sequential instance apb_paddr_r[20] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":363:4:363:9|Removing sequential instance apb_paddr_r[19] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":363:4:363:9|Removing sequential instance apb_paddr_r[18] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":363:4:363:9|Removing sequential instance apb_paddr_r[17] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":363:4:363:9|Removing sequential instance apb_paddr_r[16] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":363:4:363:9|Removing sequential instance apb_paddr_r[15] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":363:4:363:9|Removing sequential instance apb_paddr_r[14] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":363:4:363:9|Removing sequential instance apb_paddr_r[13] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":363:4:363:9|Removing sequential instance apb_paddr_r[12] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":363:4:363:9|Removing sequential instance apb_paddr_r[11] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":363:4:363:9|Removing sequential instance apb_paddr_r[10] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":363:4:363:9|Removing sequential instance apb_paddr_r[9] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":363:4:363:9|Removing sequential instance apb_paddr_r[8] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":363:4:363:9|Removing sequential instance apb_paddr_r[7] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":363:4:363:9|Removing sequential instance apb_paddr_r[6] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":640:16:640:21|Removing sequential instance dual_clk\.p_paddr_r[31] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":640:16:640:21|Removing sequential instance dual_clk\.p_paddr_r[30] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":640:16:640:21|Removing sequential instance dual_clk\.p_paddr_r[29] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":640:16:640:21|Removing sequential instance dual_clk\.p_paddr_r[28] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":640:16:640:21|Removing sequential instance dual_clk\.p_paddr_r[27] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":640:16:640:21|Removing sequential instance dual_clk\.p_paddr_r[26] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":640:16:640:21|Removing sequential instance dual_clk\.p_paddr_r[25] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":640:16:640:21|Removing sequential instance dual_clk\.p_paddr_r[24] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":640:16:640:21|Removing sequential instance dual_clk\.p_paddr_r[23] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":640:16:640:21|Removing sequential instance dual_clk\.p_paddr_r[22] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":640:16:640:21|Removing sequential instance dual_clk\.p_paddr_r[21] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":640:16:640:21|Removing sequential instance dual_clk\.p_paddr_r[20] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":640:16:640:21|Removing sequential instance dual_clk\.p_paddr_r[19] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":640:16:640:21|Removing sequential instance dual_clk\.p_paddr_r[18] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":640:16:640:21|Removing sequential instance dual_clk\.p_paddr_r[17] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":640:16:640:21|Removing sequential instance dual_clk\.p_paddr_r[16] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":640:16:640:21|Removing sequential instance dual_clk\.p_paddr_r[15] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":640:16:640:21|Removing sequential instance dual_clk\.p_paddr_r[14] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":640:16:640:21|Removing sequential instance dual_clk\.p_paddr_r[13] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":640:16:640:21|Removing sequential instance dual_clk\.p_paddr_r[12] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":640:16:640:21|Removing sequential instance dual_clk\.p_paddr_r[11] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":640:16:640:21|Removing sequential instance dual_clk\.p_paddr_r[10] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":640:16:640:21|Removing sequential instance dual_clk\.p_paddr_r[9] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":640:16:640:21|Removing sequential instance dual_clk\.p_paddr_r[8] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":640:16:640:21|Removing sequential instance dual_clk\.p_paddr_r[7] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":640:16:640:21|Removing sequential instance dual_clk\.p_paddr_r[6] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":512:4:512:9|Removing sequential instance haddr_r[31] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":512:4:512:9|Removing sequential instance haddr_r[30] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":512:4:512:9|Removing sequential instance haddr_r[29] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":512:4:512:9|Removing sequential instance haddr_r[28] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":512:4:512:9|Removing sequential instance haddr_r[27] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":512:4:512:9|Removing sequential instance haddr_r[26] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":512:4:512:9|Removing sequential instance haddr_r[25] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":512:4:512:9|Removing sequential instance haddr_r[24] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\javos\workspace\dualcore\dualcore\lib\latticesemi.com\module\ahbl2abp1\1.1.0\rtl\ahbl2abp1.v":512:4:512:9|Removing sequential instance haddr_r[23] (in view: work.ahbl2abp1_ipgen_lscc_ahbl2apb_Z15_layer0(verilog)) because it does not drive other instances.
